Date, Value
1960-01,1.0
1960-02,1.0
1960-03,1.0
1960-04,1.0
1960-05,1.0
1960-06,1.0
1960-07,1.0
1960-08,1.0
1960-09,1.0
1960-10,1.0
1960-11,1.0
1960-12,1.0
1961-01,1.0
1961-02,1.0
1961-03,1.0
1961-04,1.0
1961-05,1.0
1961-06,1.0
1961-07,1.0
1961-08,1.0
1961-09,1.0
1961-10,1.0
1961-11,1.0
1961-12,1.0
1962-01,1.0
1962-02,1.0
1962-03,1.0
1962-04,1.0
1962-05,1.0
1962-06,1.0
1962-07,1.0
1962-08,1.0
1962-09,1.0000000000000002
1962-10,1.0000000000000004
1962-11,1.0000000000000009
1962-12,1.000000000000002
1963-01,1.0000000000000047
1963-02,1.0000000000000109
1963-03,1.000000000000025
1963-04,1.0000000000000566
1963-05,1.0000000000001266
1963-06,1.0000000000002804
1963-07,1.0000000000006148
1963-08,1.0000000000013345
1963-09,1.000000000002868
1963-10,1.000000000006102
1963-11,1.0000000000128533
1963-12,1.0000000000268054
1964-01,1.0000000000553462
1964-02,1.0000000001131377
1964-03,1.0000000002289735
1964-04,1.0000000004587963
1964-05,1.000000000910147
1964-06,1.0000000017875588
1964-07,1.0000000034758914
1964-08,1.0000000066915862
1964-09,1.0000000127540762
1964-10,1.0000000240672244
1964-11,1.0000000449634947
1964-12,1.0000000831670246
1965-01,1.0000001522997974
1965-02,1.0000002761242457
1965-03,1.000000495640532
1965-04,1.0000008808179197
1965-05,1.0000015497531356
1965-06,1.0000026995785034
1965-07,1.0000046557157158
1965-08,1.0000079493936154
1965-09,1.0000134381227763
1965-10,1.0000224905596704
1965-11,1.0000372665317208
1965-12,1.0000611356796638
1966-01,1.0000992950430585
1966-02,1.0001596678389781
1966-03,1.000254193465162
1966-04,1.0004006529739295
1966-05,1.0006252150377482
1966-06,1.000965934137222
1966-07,1.0014774836023204
1966-08,1.0022374579372062
1966-09,1.0033546262790252
1966-10,1.0049795542150328
1966-11,1.0073180241888047
1966-12,1.0106476623666791
1967-01,1.0153381067932445
1967-02,1.0218749111818288
1967-03,1.0308871540823676
1967-04,1.043178400076331
1967-05,1.0597602289500594
1967-06,1.0818870101437408
1967-07,1.111089965382423
1967-08,1.1492078606906784
1967-09,1.1984109474437028
1967-10,1.2612140985391824
1967-11,1.3404745473459934
1967-12,1.4393693362340743
1968-01,1.5613476283413372
1968-02,1.71005353739637
1968-03,1.8892161745938634
1968-04,2.1025052530448525
1968-05,2.3533528323661272
1968-06,2.644744565771549
1968-07,2.9789869908361464
1968-08,3.3574607655586353
1968-09,3.7803730045319415
1968-10,4.246524673583497
1968-11,4.7531109885139955
1968-12,5.295573582107392
1969-01,5.867522559599717
1969-02,6.460744266397094
1969-03,7.065306597126334
1969-04,7.669768108584744
1969-05,8.26149037073691
1969-06,8.827045382418682
1969-07,9.35270211411272
1969-08,9.824969025845954
1969-09,10.231163463866357
1969-10,10.559974818331
1969-11,10.801986733067553
1969-12,10.950124791926823
1970-01,11.0
1970-02,10.950124791926823
1970-03,10.801986733067553
1970-04,10.559974818331
1970-05,10.231163463866357
1970-06,9.824969025845954
1970-07,9.35270211411272
1970-08,8.827045382418682
